res, n
0.09253492042631262, 26.518328242154954
0.09460903468496969, 24.498403221327408
0.09356623053315716, 24.88336573174118
0.3063100537440032, 23.596223271313523
0.30293382866307134, 23.836955012496528
0.08191386173346267, 19.935608164398776
0.09672963895991614, 20.074632046653704
0.47194010331516756, 19.68845459594557
0.5573000080611867, 19.779401555123574
1.9284063636146926, 17.673215773396276
0.5390742857211692, 15.790058317134129
0.2296205909595102, 14.66294084976395
0.08191386173346267, 14.791377395168007
0.09672963895991614, 9.930401277422934
0.19018738573822186, 11.736149680644264
0.18809109339013297, 7.8422660372118855
0.2995948171690192, 8.69307136906415
0.10338092964602005, 8.149472368786448
0.08852210749853336, 8.154332129963898
0.09460903468496969, 6.950326298250481
0.09356623053315716, 5.027596500971949
0.09253492042631262, 3.874097472924184
0.11678543650548874, 3.8668078311580096
0.09253492042631262, 2.047174396001111
0.15237445105276126, 1.2142460427658932
0.1988088072311922, 1.0616842543737839
0.21247923112681144, 2.982678422660367
0.14903394533218256, 4.9168633712857535
0.19230704145524777, 5.005033324076642
0.2427047181319456, 4.901589836156621
0.3063100537440032, 4.317377117467366
0.29629260908449906, 5.8568800333240745
0.4615937584784673, 9.833379616773119
0.5331324757750342, 9.876943904470977
0.6157584055358853, 7.949354346014996
0.9592889866684403, 9.762392391002496
1.3829109767771668, 7.875937239655649
0.9699803496995854, 6.877429880588721
0.9699803496995854, 6.012045265204108
0.5450823176797308, 5.83778811441266
0.4988319613307967, 6.36941127464593
0.4825183552119479, 5.889683421271865
0.4878960661796075, 5.02395168008886
0.42242742501722147, 4.066925853929462
0.49333371222525824, 3.917835323521242
0.4878960661796075, 2.0912593723965536
0.9917218724097184, 4.088274090530408
1.1203098304298171, 4.22868647597889
1.251621239071992, 3.79252291030269
1.0836716542072102, 2.9316509302971347
1.2378255605837054, 2.9274854207164616
1.39832364542859, 2.92366703693418
1.5972372660668777, 2.919501527353507
1.8043371437957962, 3.011836989725076
2.015823328761541, 1.9025965009719528
1.5796321223506347, 1.8621563454595957
1.3676681903670511, 1.9147459039155805
1.5622210268774728, 0.9971188558733672
1.9716304255886061, 4.739829214107193
2.57246205321043, 5.789190502638153
2.779990560708306, 2.9982990835878915
3.1404477810860585, 2.99448069980561
4.007634315798931, 2.986843932241044
4.189305168952949, 1.7354554290474837
3.627160614327777, 1.7399680644265452
3.105832989849985, 1.6967509025270715
2.7493488179999135, 1.8448000555401265
5.002160718220833, 1.9702860316578708
5.777405519347159, 1.9657733962788093
6.3130710034297035, 2.876457928353229
10.055571047824948, 3.7753401832824203
9.944736059682072, 4.833379616773119
14.657671421094562, 2.9943071369064107
8.610295383322347, 2.1455845598444867
9.726717569918918, 2.0936892529852784
11.110357627128714, 2.0414468203276854
12.275786826586817, 2.0383226881421805
14.022035781070997, 1.9380033324076607
15.153236979586557, 1.9355734518189358
16.37569569387958, 1.0196820327686744
12.412601587602467, 0.9802832546514857
10.280960589342309, 0.9861843932241037
22.334546365010308, 1.7311163565676146
25.795998711377088, 1.9189114134962502
30.80122508085898, 1.9133574007220204
44.403045228774616, 1.8538253262982494
51.284717351462426, 1.8493126909191915
51.85629019215392, 1.0316578728131027
45.9042809486499, 1.0354762565953877
66.9131433477824, 1.889058594834765
83.51817326931732, 1.8821160788669786
61.23554819585058, 1.1226048319911115
75.5891892303752, 1.1160094418217135
101.95853485833067, 0.9624062760344358
183.458528659805, 0.9920855317967181
312.3092429211507, 0.9273465703971127
398.5486549434492, 0.9677867259094661
491.96864539661743, 0.9611913357400681
837.4991138715314, 0.9926062204943022
0.2427047181319456, 14.516974451541236
0.10000000000000005, 9.881282976950846
